hpo_term_id,hpo_term_name,phecode,phecode_name
HP:0002533,Abnormal posturing,781.2,Abnormal posture
HP:0002539,Cortical dysplasia,752.2,Other specified congenital anomalies of nervous system
HP:0002540,Inability to walk,741.3,Difficulty in walking
HP:0002542,Olivopontocerebellar atrophy,333.8,Other degenerative diseases of the basal ganglia
HP:0002544,Retrocollis,723.1,Torticollis
HP:0002545,Patchy demyelination of subcortical white matter,341,Other demyelinating diseases of central nervous system
HP:0002546,Incomprehensible speech,292.1,Aphasia/speech disturbance
HP:0002548,Parkinsonism with favorable response to dopaminergic medication,332,Parkinson's disease
HP:0002557,Hypoplastic nipples,612.3,Congenital anomalies of breast
HP:0002558,Supernumerary nipple,612.3,Congenital anomalies of breast
HP:0002561,Absent nipple,612.3,Congenital anomalies of breast
HP:0002563,Constrictive pericarditis,420.22,Chronic pericarditis
HP:0002566,Intestinal malrotation,750.21,Congenital anomalies of intestine
HP:0002570,Steatorrhea,557,Intestinal malabsorption (non-celiac)
HP:0002571,Achalasia,530.5,Disorders of esophageal motility
HP:0002572,Episodic vomiting,789.1,Persistent vomiting
HP:0002573,Hematochezia,578.2,Blood in stool
HP:0002574,Episodic abdominal pain,785,Abdominal pain
HP:0002575,Tracheoesophageal fistula,530,Diseases of esophagus
HP:0002576,Intussusception,560.4,Other intestinal obstruction
HP:0002578,Gastroparesis,536.3,Gastroparesis
HP:0002579,Gastrointestinal dysmotility,560.4,Other intestinal obstruction
HP:0002580,Volvulus,560.4,Other intestinal obstruction
HP:0002583,Colitis,555.2,Ulcerative colitis
HP:0002584,Intestinal bleeding,578.9,Hemorrhage of gastrointestinal tract
HP:0002586,Peritonitis,567,Peritonitis and retroperitoneal infections
HP:0002587,Projectile vomiting,789,Nausea and vomiting
HP:0002588,Duodenal ulcer,531,Peptic ulcer (excl. esophageal)
HP:0002589,Gastrointestinal atresia,750.21,Congenital anomalies of intestine
HP:0002590,Paralytic ileus,560.1,Paralytic ileus
HP:0002591,Polyphagia,260.7,Polyphagia
HP:0002592,Gastric ulcer,531,Peptic ulcer (excl. esophageal)
HP:0002593,Intestinal lymphangiectasia,450,Noninfectious disorders of lymphatic channels
HP:0002594,Pancreatic hypoplasia,750.22,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"
HP:0002595,Ileus,560,Intestinal obstruction without mention of hernia
HP:0002597,Abnormality of the vasculature,694.3,Vascular disorders of skin
HP:0002599,Head titubation,350.1,Abnormal involuntary movements
HP:0002600,Hyporeflexia of lower limbs,350.5,Abnormal reflex
HP:0002604,Gastrointestinal telangiectasia,448,Disease of capillaries
HP:0002605,Hepatic necrosis,573.4,Acute and subacute necrosis of liver
HP:0002607,Bowel incontinence,561,Symptoms involving digestive system
HP:0002608,Celiac disease,557.1,Celiac disease
HP:0002611,Cholestatic liver disease,571.6,Primary biliary cirrhosis
HP:0002613,Biliary cirrhosis,571.6,Primary biliary cirrhosis
HP:0002614,Hepatic periportal necrosis,573.4,Acute and subacute necrosis of liver
HP:0002615,Hypotension,458,Hypotension
HP:0002616,Aortic root aneurysm,442.1,Aortic aneurysm
HP:0002617,Dilatation,442,Other aneurysm
HP:0002619,Varicose veins,454,Varicose veins
HP:0002621,Atherosclerosis,440,Atherosclerosis
HP:0002623,Overriding aorta,747.1,Cardiac congenital anomalies
HP:0002625,Deep venous thrombosis,452.2,Deep vein thrombosis [DVT]
HP:0002626,Venous varicosities of celiac and mesenteric vessels,454,Varicose veins
HP:0002627,Right aortic arch with mirror image branching,747.1,Cardiac congenital anomalies
HP:0002629,Gastrointestinal arteriovenous malformation,747,Cardiac and circulatory congenital anomalies
HP:0002630,Fat malabsorption,557,Intestinal malabsorption (non-celiac)
HP:0002633,Vasculitis,446,Polyarteritis nodosa and allied conditions
HP:0002634,Arteriosclerosis,414.2,ASCVD
HP:0002637,Cerebral ischemia,433.3,Cerebral ischemia
HP:0002638,Superficial thrombophlebitis,451,Phlebitis and thrombophlebitis
HP:0002639,Budd-Chiari syndrome,452,Other venous embolism and thrombosis
HP:0002640,Hypertension associated with pheochromocytoma,401,Hypertension
HP:0002641,Peripheral thrombosis,444.1,Arterial embolism and thrombosis of lower extremity artery
HP:0002642,Arteriovenous fistulas of celiac and mesenteric vessels,415,Pulmonary heart disease
HP:0002643,Neonatal respiratory distress,661,Fetal distress and abnormal forces of labor
HP:0002645,Wormian bones,749.2,Congenital anomalies of skull and face bones
HP:0002647,Aortic dissection,442.1,Aortic aneurysm
HP:0002650,Scoliosis,737.3,Kyphoscoliosis and scoliosis
HP:0002651,Spondyloepimetaphyseal dysplasia,756,Other congenital musculoskeletal anomalies
HP:0002652,Skeletal dysplasia,756.5,Congenital osteodystrophies
HP:0002653,Bone pain,743.9,Osteopenia or other disorder of bone and cartilage
HP:0002654,Multiple epiphyseal dysplasia,756.5,Congenital osteodystrophies
HP:0002655,Spondyloepiphyseal dysplasia,756,Other congenital musculoskeletal anomalies
HP:0002656,Epiphyseal dysplasia,756,Other congenital musculoskeletal anomalies
HP:0002657,Spondylometaphyseal dysplasia,756,Other congenital musculoskeletal anomalies
HP:0002659,Increased susceptibility to fractures,809,Fracture of unspecified bones
HP:0002664,Neoplasm,195,"Cancer, suspected or other"
HP:0002665,Lymphoma,202.2,Non-Hodgkins lymphoma
HP:0002666,Pheochromocytoma,227.1,Benign neoplasm of adrenal gland
HP:0002667,Nephroblastoma,189.11,"Malignant neoplasm of kidney, except pelvis"
HP:0002668,Paraganglioma,194,Cancer of other endocrine glands
HP:0002669,Osteosarcoma,170,Cancer of bone and connective tissue
HP:0002671,Basal cell carcinoma,172.21,Basal cell carcinoma
HP:0002672,Gastrointestinal carcinoma,159,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum
HP:0002673,Coxa valga,736.3,Acquired deformities of hip
HP:0002676,Cloverleaf skull,749.2,Congenital anomalies of skull and face bones
HP:0002678,Skull asymmetry,749.2,Congenital anomalies of skull and face bones
HP:0002691,Platybasia,749.2,Congenital anomalies of skull and face bones
HP:0002707,Palate telangiectasia,448,Disease of capillaries
HP:0002715,Abnormality of the immune system,279,Disorders involving the immune mechanism
HP:0002716,Lymphadenopathy,289.4,Lymphadenitis
HP:0002718,Recurrent bacterial infections,041,Bacterial infection NOS
HP:0002719,Recurrent infections,041,Bacterial infection NOS
HP:0002720,IgA deficiency,279.11,Deficiency of humoral immunity
HP:0002721,Immunodeficiency,279.1,Immunity deficiency
HP:0002722,Recurrent abscess formation,681,Superficial cellulitis and abscess
HP:0002724,Recurrent Aspergillus infections,117.4,Aspergillosis
HP:0002725,Systemic lupus erythematosus,695.42,Systemic lupus erythematosus
HP:0002726,Recurrent Staphylococcus aureus infections,041.1,Staphylococcus infections
HP:0002728,Chronic mucocutaneous candidiasis,112,Candidiasis
HP:0002729,Follicular hyperplasia,289.4,Lymphadenitis
HP:0002730,Chronic noninfectious lymphadenopathy,289.4,Lymphadenitis
HP:0002740,Recurrent E. coli infections,041.4,E. coli
HP:0002741,Recurrent Serratia marcescens infections,038.1,Gram negative septicemia
HP:0002742,Recurrent Klebsiella infections,480.1,Bacterial pneumonia
HP:0002743,Recurrent enteroviral infections,008.6,Viral Enteritis
HP:0002744,Bilateral cleft lip and palate,749.1,Cleft palate
HP:0002745,Oral leukoplakia,528.6,Leukoplakia of oral mucosa
HP:0002747,Respiratory insufficiency due to muscle weakness,509.1,Respiratory failure
HP:0002748,Rickets,261.41,Rickets or osteomalacia
HP:0002749,Osteomalacia,261.41,Rickets or osteomalacia
HP:0002751,Kyphoscoliosis,737.3,Kyphoscoliosis and scoliosis
HP:0002754,Osteomyelitis,710.1,Osteomyelitis
HP:0002756,Pathologic fracture,743.2,Pathologic fracture
HP:0002757,Recurrent fractures,743.2,Pathologic fracture
HP:0002758,Osteoarthritis,740,Osteoarthrosis
HP:0002761,Generalized joint laxity,728.2,Laxity of ligament or hypermobility syndrome
HP:0002777,Tracheal stenosis,479,Other upper respiratory disease
HP:0002779,Tracheomalacia,479,Other upper respiratory disease
HP:0002780,Bronchomalacia,748,"Anomalies of respiratory system, congenital"
HP:0002781,Upper airway obstruction,519.8,"Other diseases of respiratory system, NEC"
HP:0002783,Recurrent lower respiratory tract infections,480,Pneumonia
HP:0002786,Tracheobronchomalacia,479,Other upper respiratory disease
HP:0002788,Recurrent upper respiratory tract infections,465,Acute upper respiratory infections of multiple or unspecified sites
HP:0002789,Tachypnea,513.4,Hyperventilation
HP:0002790,Neonatal breathing dysregulation,656.2,Respiratory conditions of fetus and newborn
HP:0002791,Hypoventilation,513.3,Hypoventilation
HP:0002792,Reduced vital capacity,514.1,Abnormal results of function study of pulmonary system
HP:0002793,Abnormal pattern of respiration,513,Respiratory abnormalities
HP:0002797,Osteolysis,733,Other disorders of bone and cartilage
HP:0002803,Congenital contracture,755.3,Congenital anomaly of fingers/toes
HP:0002804,Arthrogryposis multiplex congenita,756,Other congenital musculoskeletal anomalies
HP:0002808,Kyphosis,737.1,Kyphosis (acquired)
HP:0002812,Coxa vara,736.3,Acquired deformities of hip
HP:0002816,Genu recurvatum,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
HP:0002821,Neuropathic arthropathy,713.5,Arthropathy associated with neurological disorders
HP:0002827,Hip dislocation,830,Dislocation
HP:0002828,Multiple joint contractures,739,Contracture of joint
HP:0002829,Arthralgia,745,Pain in joint
HP:0002832,Calcific stippling,756.5,Congenital osteodystrophies
HP:0002836,Bladder exstrophy,751.2,Congenital anomalies of urinary system
HP:0002837,Recurrent bronchitis,497,Bronchitis
HP:0002839,Urinary bladder sphincter dysfunction,596.5,Functional disorders of bladder
HP:0002840,Lymphadenitis,289.4,Lymphadenitis
HP:0002841,Recurrent fungal infections,117,Mycoses
HP:0002842,Recurrent Burkholderia cepacia infections,480.1,Bacterial pneumonia
HP:0002850,IgM deficiency,279.11,Deficiency of humoral immunity
HP:0002857,Genu valgum,736.4,Genu valgum or varum (acquired)
HP:0002858,Meningioma,225.1,"Benign neoplasm of brain, cranial nerves, meninges"
HP:0002859,Rhabdomyosarcoma,170.2,Cancer of connective tissue
HP:0002860,Squamous cell carcinoma,172.22,Squamous cell carcinoma
HP:0002861,Melanoma,172.1,"Melanomas of skin, dx or hx"
HP:0002862,Bladder carcinoma,189.2,Cancer of bladder
HP:0002863,Myelodysplasia,200,Myeloproliferative disease
HP:0002864,Paraganglioma of head and neck,199,Neoplasm of uncertain behavior
HP:0002865,Medullary thyroid carcinoma,193,Thyroid cancer
HP:0002870,Obstructive sleep apnea,327.32,Obstructive sleep apnea
HP:0002871,Central apnea,327.31,Central/nonobstroctive sleep apnea
HP:0002872,"Apneic episodes precipitated by illness, fatigue, stress",513.31,Apnea
HP:0002875,Exertional dyspnea,512.9,Other dyspnea
HP:0002876,Episodic tachypnea,513.4,Hyperventilation
HP:0002877,Nocturnal hypoventilation,327.31,Central/nonobstroctive sleep apnea
HP:0002878,Respiratory failure,509.1,Respiratory failure
HP:0002882,Sudden episodic apnea,513.31,Apnea
HP:0002883,Hyperventilation,513.4,Hyperventilation
HP:0002884,Hepatoblastoma,155,Cancer of liver and intrahepatic bile duct
HP:0002885,Medulloblastoma,191.11,Cancer of brain
HP:0002886,Vagal paraganglioma,194,Cancer of other endocrine glands
HP:0002888,Ependymoma,191.11,Cancer of brain
HP:0002890,Thyroid carcinoma,193,Thyroid cancer
HP:0002891,Uterine leiomyosarcoma,182,Malignant neoplasm of uterus
HP:0002893,Pituitary adenoma,227.3,Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)
HP:0002894,Neoplasm of the pancreas,157,Pancreatic cancer
HP:0002895,Papillary thyroid carcinoma,193,Thyroid cancer
HP:0002897,Parathyroid adenoma,227.2,Benign neoplasm of parathyroid gland
HP:0002900,Hypokalemia,276.14,Hypopotassemia
HP:0002901,Hypocalcemia,275.51,Hypocalcemia
HP:0002902,Hyponatremia,276.12,Hyposmolality and/or hyponatremia
HP:0002904,Hyperbilirubinemia,277.4,Disorders of bilirubin excretion
HP:0002905,Hyperphosphatemia,275.53,Disorders of phosphorus metabolism
HP:0002907,Microscopic hematuria,593.2,Microscopic hematuria
HP:0002908,Conjugated hyperbilirubinemia,277.4,Disorders of bilirubin excretion
HP:0002910,Elevated hepatic transaminases,573.6,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]
HP:0002913,Myoglobinuria,598,Abnormal findings on examination of urine
HP:0002917,Hypomagnesemia,275.3,Disorders of magnesium metabolism
HP:0002918,Hypermagnesemia,275.3,Disorders of magnesium metabolism
HP:0002919,Ketonuria,250.5,Glycosuria or Acetonuria
HP:0002920,Decreased circulating ACTH level,253.4,Anterior pituitary disorders
HP:0002922,Increased CSF protein,346.3,Nonspecific abnormal findings in cerebrospinal fluid
HP:0002925,Increased thyroid-stimulating hormone level,246.7,Abnormal results of function study of thyroid
HP:0002933,Ventral hernia,550.5,Ventral hernia
HP:0002936,Distal sensory impairment,687.4,Disturbance of skin sensation
HP:0002937,Hemivertebrae,754,Congenital musculoskeletal deformities of spine
HP:0002938,Lumbar hyperlordosis,737.2,Lordosis (acquired)
HP:0002942,Thoracic kyphosis,737,Curvature of spine
HP:0002943,Thoracic scoliosis,737.3,Kyphoscoliosis and scoliosis
HP:0002944,Thoracolumbar scoliosis,737.3,Kyphoscoliosis and scoliosis
HP:0002947,Cervical kyphosis,737.1,Kyphosis (acquired)
HP:0002948,Vertebral fusion,754,Congenital musculoskeletal deformities of spine
HP:0002949,Fused cervical vertebrae,754,Congenital musculoskeletal deformities of spine
HP:0002953,Vertebral compression fractures,805,Fracture of vertebral column without mention of spinal cord injury
HP:0002955,Granulomatosis,446.4,Wegener's granulomatosis
HP:0002960,Autoimmunity,279.2,Autoimmune disease NEC
HP:0002961,Dysgammaglobulinemia,279.11,Deficiency of humoral immunity
HP:0002967,Cubitus valgus,736.1,Acquired deformities of forearm
HP:0002970,Genu varum,736.4,Genu valgum or varum (acquired)
HP:0002974,Radioulnar synostosis,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
HP:0002979,Bowing of the legs,736.4,Genu valgum or varum (acquired)
HP:0002980,Femoral bowing,736.4,Genu valgum or varum (acquired)
HP:0002982,Tibial bowing,736.4,Genu valgum or varum (acquired)
HP:0002983,Micromelia,755,Congenital anomalies of limbs
HP:0002984,Hypoplasia of the radius,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
HP:0002986,Radial bowing,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
HP:0002987,Elbow flexion contracture,739,Contracture of joint
HP:0002990,Fibular aplasia,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
HP:0002996,Limited elbow movement,741.2,Stiffness of joint
HP:0002999,Patellar dislocation,830,Dislocation
HP:0003001,Glomus jugular tumor,199,Neoplasm of uncertain behavior
HP:0003002,Breast carcinoma,174,Breast cancer
HP:0003003,Colon cancer,153.2,Colon cancer
HP:0003005,Ganglioneuroma,215,Other benign neoplasm of connective and other soft tissue
HP:0003006,Neuroblastoma,194,Cancer of other endocrine glands
HP:0003010,Prolonged bleeding time,286.9,Abnormal coagulation profile
HP:0003022,Hypoplasia of the ulna,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
HP:0003023,Bowing of limbs due to multiple fractures,736,Other acquired deformities of limbs
HP:0003027,Mesomelia,755,Congenital anomalies of limbs
HP:0003031,Ulnar bowing,736.1,Acquired deformities of forearm
HP:0003038,Fibular hypoplasia,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
HP:0003040,Arthropathy,716,Other arthropathies
HP:0003041,Humeroradial synostosis,756.5,Congenital osteodystrophies
HP:0003042,Elbow dislocation,830,Dislocation
HP:0003044,Shoulder flexion contracture,739,Contracture of joint
HP:0003048,Radial head subluxation,830,Dislocation
HP:0003049,Ulnar deviation of the wrist,736.1,Acquired deformities of forearm
HP:0003065,Patellar hypoplasia,755.6,"Other congenital anomalies of lower limb, including pelvic girdle"
HP:0003066,Limited knee extension,741.2,Stiffness of joint
HP:0003067,Madelung deformity,755.4,"Congenital anomalies of upper limb, including shoulder girdle"
HP:0003070,Elbow ankylosis,741.1,Ankylosis of joint
HP:0003072,Hypercalcemia,275.6,Hypercalcemia
HP:0003074,Hyperglycemia,250.42,Other abnormal glucose
HP:0003076,Glycosuria,250.5,Glycosuria or Acetonuria
HP:0003077,Hyperlipidemia,272.1,Hyperlipidemia
HP:0003083,Dislocated radial head,830,Dislocation
HP:0003084,Fractures of the long bones,800,Fracture of lower limb
HP:0003086,Acromesomelia,756,Other congenital musculoskeletal anomalies
HP:0003088,Premature osteoarthritis,740,Osteoarthrosis
HP:0003089,Hamstring contractures,739,Contracture of joint
HP:0003093,Limited hip extension,741.2,Stiffness of joint
HP:0003095,Septic arthritis,711.1,Pyogenic arthritis
HP:0003109,Hyperphosphaturia,275.53,Disorders of phosphorus metabolism
HP:0003115,Abnormal EKG,426.7,Abnormal electrocardiogram [ECG] [EKG]
HP:0003116,Abnormal echocardiogram,793.2,"Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)"
